,retweets,author,likes,text,twitter_name,location,verified,followers,friends,polarity,subjectivity,Time,Year,Month,Date,text_without_stopwords,corpus,hashtags
220,0,Steve Baynes,1,2020 will be hottest year on recordLockdowns have lowered emissions but longerterm changes neededPerspective Coronavirus will reduce global emissions by 55 We need to reduce emissions 76 EVERY year for decades to limit warming to 15C climate,stevebaynes,"Helsinki, Finland",False,916,1418,0.0,0.0,07:47:12,2020,04,28,2020 hottest year recordLockdowns lowered emissions longerterm changes neededPerspective Coronavirus reduce global emissions 55 We need reduce emissions 76 EVERY year decades limit warming 15C climate ,hottest year recordlockdowns lowered emission longerterm change neededperspective coronavirus reduce global emission need reduce emission every year decade limit warming c climate,"['emission', 'year', 'reduce', 'hottest', 'recordlockdowns', 'lowered', 'longerterm', 'change', 'neededperspective', 'coronavirus']"
221,2,Henry Mintzberg,4,Our choice comes down to this grounded reformation or global devastation We can continue to plunder this planet and each other or we can make our way to reformation warming environment change climate,Mintzberg141,"Official account, Montreal",False,17970,576,-0.0935185185185185,0.2212962962962963,14:20:03,2020,04,27,Our choice comes grounded reformation global devastation We continue plunder planet make way reformation warming environment change climate ,choice come grounded reformation global devastation continue plunder planet make way reformation warming environment change climate,"['reformation', 'choice', 'come', 'grounded', 'global', 'devastation', 'continue', 'plunder', 'planet', 'make']"
222,1,Henry Mintzberg,2,Areas with outbreaks may have to take aggressive actions to reduce their pollution for example by closing down polluting plants immediately also for the sake of global warmingremember that health environment climate change Earth pandemic,Mintzberg141,"Official account, Montreal",False,17970,576,-0.0777777777777777,0.1444444444444444,01:20:03,2020,04,26,Areas outbreaks may take aggressive actions reduce pollution example closing polluting plants immediately also sake global warmingremember health environment climate change Earth pandemic ,area outbreak may take aggressive action reduce pollution example closing polluting plant immediately also sake global warmingremember health environment climate change earth pandemic,"['area', 'outbreak', 'may', 'take', 'aggressive', 'action', 'reduce', 'pollution', 'example', 'closing']"
223,0,STEⓋE BOZIC,0,Energy Clarity No energy is sustainable fossil fuels fuel coal oil gas fracking nuclear global warming climate change environment renewable moral good freedom objectivism,STEVE_BOZIC,"ÜT: 43.863963,-79.749634",False,478,738,0.2333333333333333,0.2833333333333334,19:14:55,2020,04,25,Energy Clarity No energy sustainable fossil fuels fuel coal oil gas fracking nuclear global warming climate change environment renewable moral good freedom objectivism ,energy clarity energy sustainable fossil fuel fuel coal oil gas fracking nuclear global warming climate change environment renewable moral good freedom objectivism,"['energy', 'fuel', 'clarity', 'sustainable', 'fossil', 'coal', 'oil', 'gas', 'fracking', 'nuclear']"
224,31,Assaad Razzouk,38,climate artPowerful climate change photos reveal devastating impact of global warming around the world via app Agoras 50 finalists for its ClimateChange2020 competitionEarthDay2020,AssaadRazzouk,Singapore,True,138426,18462,-0.5,0.5,19:46:02,2020,04,21,climate artPowerful climate change photos reveal devastating impact global warming around world via app Agoras 50 finalists ClimateChange2020 competitionEarthDay2020 ,climate artpowerful climate change photo reveal devastating impact global warming around world via app agora finalist climatechange competitionearthday,"['climate', 'artpowerful', 'change', 'photo', 'reveal', 'devastating', 'impact', 'global', 'warming', 'around']"
225,0,Twyla Dell,1,Earth Day is TOMORROW Read more blogs on Lets work together and Stop Climate Change NOW Climate Change Global Warming Earth day,dell_twyla,Kansas City,False,26,150,0.25,0.25,17:56:39,2020,04,21,Earth Day TOMORROW Read blogs Lets work together Stop Climate Change NOW Climate Change Global Warming Earth day ,earth day tomorrow read blog let work together stop climate change climate change global warming earth day,"['earth', 'day', 'climate', 'change', 'tomorrow', 'read', 'blog', 'let', 'work', 'together']"
226,0,STEⓋE BOZIC,0,Freedom to compete No energy favoritism by governments oil gas coal nuclear fossil fuel carbon emmissions environment global warming climate change human flourishing movement,STEVE_BOZIC,"ÜT: 43.863963,-79.749634",False,478,738,0.0,0.05,22:11:11,2020,04,18,Freedom compete No energy favoritism governments oil gas coal nuclear fossil fuel carbon emmissions environment global warming climate change human flourishing movement ,freedom compete energy favoritism government oil gas coal nuclear fossil fuel carbon emmissions environment global warming climate change human flourishing movement,"['freedom', 'compete', 'energy', 'favoritism', 'government', 'oil', 'gas', 'coal', 'nuclear', 'fossil']"
228,16,@drtimball #climate,23,Melting Glacier Reveals More Evidence Of Very Warm Medieval Warm Period The Global Warming Policy Forum GWPF drtimball climate change The biggest deception in historyBREAKING DrTim Ball wins against Dr Michael Mann lawsuit,pplonia,Columnist-Landowners Magazine,False,4274,1967,0.3633333333333333,0.3466666666666667,16:46:04,2020,04,17,Melting Glacier Reveals More Evidence Of Very Warm Medieval Warm Period The Global Warming Policy Forum GWPF drtimball climate change The biggest deception historyBREAKING DrTim Ball wins Dr Michael Mann lawsuit ,melting glacier reveals evidence warm medieval warm period global warming policy forum gwpf drtimball climate change biggest deception historybreaking drtim ball win dr michael mann lawsuit,"['warm', 'melting', 'glacier', 'reveals', 'evidence', 'medieval', 'period', 'global', 'warming', 'policy']"
229,0,pcgame,0,Coronavirus Cure Worse Than Problem Donald TrumpRead More alarmist carbon change chemtrails climate co2 coronavirus dioxide geoengineering global leftist warming,pcgame,United States,False,369,254,0.0124999999999999,0.425,06:51:19,2020,04,16,Coronavirus Cure Worse Than Problem Donald TrumpRead More alarmist carbon change chemtrails climate co2 coronavirus dioxide geoengineering global leftist warming ,coronavirus cure worse problem donald trumpread alarmist carbon change chemtrails climate co coronavirus dioxide geoengineering global leftist warming,"['coronavirus', 'cure', 'worse', 'problem', 'donald', 'trumpread', 'alarmist', 'carbon', 'change', 'chemtrails']"
230,0,ISRAELPROPHET,0,THINK ABOUT IT gtgtgt Global Warming a convenient truth Or false Polar vortex amp Biblical prophecy Climate Change or See postulates by Prince Handley and then decide for yourself HINT Why you do NOT need to worry about it but,ISRAELPROPHET1,"Ramat Gan  /  רָמַת גַּן

",False,18,10,-0.1611111111111111,0.2833333333333333,19:05:17,2020,04,15,THINK ABOUT IT gtgtgt Global Warming convenient truth Or false Polar vortex amp Biblical prophecy Climate Change See postulates Prince Handley decide HINT Why NOT need worry ,think gtgtgt global warming convenient truth false polar vortex amp biblical prophecy climate change see postulate prince handley decide hint need worry,"['think', 'gtgtgt', 'global', 'warming', 'convenient', 'truth', 'false', 'polar', 'vortex', 'amp']"
231,0,Farm Africa,0,Keeping global warming below 2C flattens the curve of climate change risk to biodiversity It does this by massively reducing the number of species at risk and buys more time for species and ecosystems to adapt to the changing climate via TCAfrica,FarmAfrica,Eastern Africa and London,True,45146,9006,0.1666666666666666,0.5,09:21:48,2020,04,14,Keeping global warming 2C flattens curve climate change risk biodiversity It massively reducing number species risk buys time species ecosystems adapt changing climate via TCAfrica ,keeping global warming c flattens curve climate change risk biodiversity massively reducing number specie risk buy time specie ecosystem adapt changing climate via tcafrica,"['climate', 'risk', 'specie', 'keeping', 'global', 'warming', 'c', 'flattens', 'curve', 'change']"
232,1,Twyla Dell,2,THE FOUR HORSEMEN OF THE ENVIRONMENTAL APOCALYPSE via delltwyla Global Warming Climate Change Earth Day,dell_twyla,Kansas City,False,26,150,0.0,0.0,19:56:40,2020,04,09,THE FOUR HORSEMEN OF THE ENVIRONMENTAL APOCALYPSE via delltwyla Global Warming Climate Change Earth Day ,four horseman environmental apocalypse via delltwyla global warming climate change earth day,"['four', 'horseman', 'environmental', 'apocalypse', 'via', 'delltwyla', 'global', 'warming', 'climate', 'change']"
233,0,Usman BalOch🇵🇰,0,Mother earth is rebooting Learning lesson for climate change global warming,_UsmanLashari_,Thatta لاڙ Karachi ,False,10488,3021,0.0,0.0,17:53:58,2020,04,08,Mother earth rebooting Learning lesson climate change global warming ,mother earth rebooting learning lesson climate change global warming,"['mother', 'earth', 'rebooting', 'learning', 'lesson', 'climate', 'change', 'global', 'warming']"
234,0,pcgame,0,Coronavirus Vaccine Testing Starts TodayRead More alarmist carbon change chemtrails climate co2 coronavirus dioxide geoengineering global leftist warming,pcgame,United States,False,369,254,0.15,0.3666666666666667,22:51:53,2020,04,07,Coronavirus Vaccine Testing Starts TodayRead More alarmist carbon change chemtrails climate co2 coronavirus dioxide geoengineering global leftist warming ,coronavirus vaccine testing start todayread alarmist carbon change chemtrails climate co coronavirus dioxide geoengineering global leftist warming,"['coronavirus', 'vaccine', 'testing', 'start', 'todayread', 'alarmist', 'carbon', 'change', 'chemtrails', 'climate']"
235,0,pcgame,0,Get on the Coronavirus Vaccine TrainAll Aboard YiiiiiihaaaaaaRead More alarmist carbon change chemtrails climate co2 coronavirus dioxide geoengineering global leftist warming,pcgame,United States,False,369,254,0.15,0.3666666666666667,03:23:24,2020,04,07,Get Coronavirus Vaccine TrainAll Aboard YiiiiiihaaaaaaRead More alarmist carbon change chemtrails climate co2 coronavirus dioxide geoengineering global leftist warming ,get coronavirus vaccine trainall aboard yiiiiiihaaaaaaread alarmist carbon change chemtrails climate co coronavirus dioxide geoengineering global leftist warming,"['coronavirus', 'vaccine', 'trainall', 'aboard', 'yiiiiiihaaaaaaread', 'alarmist', 'carbon', 'change', 'chemtrails', 'climate']"
236,0,"Tom Gillispie, EDITOR/WRITER",0,science The 11TH HOUR FOR THE EARTH climate change climatechange global warming The11thHour,EDITORatWORK,"Rural Hall, North Carolina, USA",False,4191,3708,0.0,0.0,11:14:24,2020,04,05,science The 11TH HOUR FOR THE EARTH climate change climatechange global warming The11thHour ,science th hour earth climate change climatechange global warming thhour,"['science', 'th', 'hour', 'earth', 'climate', 'change', 'climatechange', 'global', 'warming', 'thhour']"
238,0,Chittal,0,environment birds global warming climate change,Chittal_21,"Chennai, India",False,6,86,0.0,0.0,17:28:28,2020,04,03,environment birds global warming climate change ,environment bird global warming climate change,"['environment', 'bird', 'global', 'warming', 'climate', 'change']"
239,0,🇺🇸🇺🇸🚩kerts 🏞 🦅🌹🇺🇸🇺🇸,0,In regards to climate change just remember his attacks on Sanders call to ban fracking CO2 emissions are the biggest contributor to global warming Apparently he is opposed to putting a significant dent in them by banning fracking by the fossil fuels industry,silkpjsocialist,god’s country,False,46,304,0.1416666666666666,0.4083333333333334,19:25:45,2020,04,02,In regards climate change remember attacks Sanders call ban fracking CO2 emissions biggest contributor global warming Apparently opposed putting significant dent banning fracking fossil fuels industry ,regard climate change remember attack sander call ban fracking co emission biggest contributor global warming apparently opposed putting significant dent banning fracking fossil fuel industry,"['fracking', 'regard', 'climate', 'change', 'remember', 'attack', 'sander', 'call', 'ban', 'co']"
241,0,TRF Climate,2,In India coastal women who have long dived for a harvest are now battling globalwarming driven changes to keep their profession alive l womensrights climate,TRF_Climate,London,True,14226,1694,0.025,0.4,08:30:00,2020,03,31,In India coastal women long dived harvest battling globalwarming driven changes keep profession alive l womensrights climate ,india coastal woman long dived harvest battling globalwarming driven change keep profession alive l womensrights climate,"['india', 'coastal', 'woman', 'long', 'dived', 'harvest', 'battling', 'globalwarming', 'driven', 'change']"
242,0,Charles Moscowitz Author and Podcast Host,0,New Podcast Inconvenient Facts The Virus and the Environment on Spreaker change climate global power solar warming wind,moscowitz10001,"Boston, MA",False,848,2029,-0.1545454545454545,0.4848484848484848,19:52:50,2020,03,30,New Podcast Inconvenient Facts The Virus Environment Spreaker change climate global power solar warming wind ,new podcast inconvenient fact virus environment spreaker change climate global power solar warming wind,"['new', 'podcast', 'inconvenient', 'fact', 'virus', 'environment', 'spreaker', 'change', 'climate', 'global']"
244,0,MASKS: ARE FEAR....SPREADING FEAR!!! DANGEROUS!!!,0,What Was Really Happening In AustraliaOver 200 people arrested for arsonbut FakeMedia says its climate change Creating Facts To Prove Global WarmingGlobal Engineeringwho benefits Globalistsmaga americafirst,mrcleansedotcom,"SALT LAKE CITY, UTAH",False,12526,13312,0.1,0.1,20:55:03,2020,03,28,What Was Really Happening In AustraliaOver 200 people arrested arsonbut FakeMedia says climate change Creating Facts To Prove Global WarmingGlobal Engineeringwho benefits Globalistsmaga americafirst ,really happening australiaover people arrested arsonbut fakemedia say climate change creating fact prove global warmingglobal engineeringwho benefit globalistsmaga americafirst,"['really', 'happening', 'australiaover', 'people', 'arrested', 'arsonbut', 'fakemedia', 'say', 'climate', 'change']"
245,0,Happy Eco News,1,World can avoid catastrophic global warming with Climate solutions in hand todaystudy There is no single solution to combat climate change From climatefriendly diets and improved education to electric vehicles and,HappyEcoNews,"Vancouver, British Columbia",False,3517,2626,0.0178571428571428,0.1071428571428571,14:57:30,2020,03,28,World avoid catastrophic global warming Climate solutions hand todaystudy There single solution combat climate change From climatefriendly diets improved education electric vehicles ,world avoid catastrophic global warming climate solution hand todaystudy single solution combat climate change climatefriendly diet improved education electric vehicle,"['climate', 'solution', 'world', 'avoid', 'catastrophic', 'global', 'warming', 'hand', 'todaystudy', 'single']"
246,0,STEⓋE BOZIC,0,Overpopulation is a myth themoreyouknow knowledge wisdom facts truth fossil fuel oil gas coal hydro nuclear climate change global warming,STEVE_BOZIC,"ÜT: 43.863963,-79.749634",False,478,738,0.0,0.0,09:42:51,2020,03,28,Overpopulation myth themoreyouknow knowledge wisdom facts truth fossil fuel oil gas coal hydro nuclear climate change global warming ,overpopulation myth themoreyouknow knowledge wisdom fact truth fossil fuel oil gas coal hydro nuclear climate change global warming,"['overpopulation', 'myth', 'themoreyouknow', 'knowledge', 'wisdom', 'fact', 'truth', 'fossil', 'fuel', 'oil']"
249,1,José Pedro,1,Global warming is driving increased inequality The gap between the worlds richest and poorest countries is 25 percent larger than it would have been without climate change,jp966,Portugal,False,2865,3365,0.0,0.25,14:38:28,2020,03,25,Global warming driving increased inequality The gap worlds richest poorest countries 25 percent larger would without climate change ,global warming driving increased inequality gap world richest poorest country percent larger would without climate change,"['global', 'warming', 'driving', 'increased', 'inequality', 'gap', 'world', 'richest', 'poorest', 'country']"
250,0,Olivia V. Sanderfoot,2,Check out this fascinating thread on new research from UW UWEnvironment on the impacts of shipping emissions on climate Emissions from changes in cooling This masks 13 of global warming due to greenhouse gases climate airpollution airquality,osanderfoot,"Seattle, WA",False,1109,432,0.177840909090909,0.4198863636363636,19:58:46,2020,03,24,Check fascinating thread new research UW UWEnvironment impacts shipping emissions climate Emissions changes cooling This masks 13 global warming due greenhouse gases climate airpollution airquality ,check fascinating thread new research uw uwenvironment impact shipping emission climate emission change cooling mask global warming due greenhouse gas climate airpollution airquality,"['emission', 'climate', 'check', 'fascinating', 'thread', 'new', 'research', 'uw', 'uwenvironment', 'impact']"
252,0,Rachel Lincoln Sarnoff,0,Will the effort to revive the global economy after the pandemic accelerate the emissions of planetwarming gases rather than avert climate change activist activism climate climatechange climatecrisis climateemergency climatejustice,rachellsarnoff,"Los Angeles, CA",False,7645,6802,0.0,0.0,15:53:02,2020,03,23,Will effort revive global economy pandemic accelerate emissions planetwarming gases rather avert climate change activist activism climate climatechange climatecrisis climateemergency climatejustice ,effort revive global economy pandemic accelerate emission planetwarming gas rather avert climate change activist activism climate climatechange climatecrisis climateemergency climatejustice,"['climate', 'effort', 'revive', 'global', 'economy', 'pandemic', 'accelerate', 'emission', 'planetwarming', 'gas']"
253,1,CCL San Francisco,2,No its not the sunYes scientists agree on whats causing itNo a cold day doesnt disprove global warmingWeatherProf at CBS debunks some common climate change myths,CCLSanFrancisco,San Francisco,False,2950,3200,-0.3,0.5,14:36:02,2020,03,19,No sunYes scientists agree whats causing itNo cold day doesnt disprove global warmingWeatherProf CBS debunks common climate change myths ,sunyes scientist agree whats causing itno cold day doesnt disprove global warmingweatherprof cbs debunks common climate change myth,"['sunyes', 'scientist', 'agree', 'whats', 'causing', 'itno', 'cold', 'day', 'doesnt', 'disprove']"
255,0,Tor E Aslesen,1,dbirch214 Global warming is ended for now only global climate change is left on the scene,AstroObservaTor,Oslo,False,126,322,0.0,0.25,05:13:40,2020,03,17,dbirch214 Global warming ended global climate change left scene ,dbirch global warming ended global climate change left scene,"['global', 'dbirch', 'warming', 'ended', 'climate', 'change', 'left', 'scene']"
256,0,Greg Austin,0,covid Globalization Climate Change and Human Health NEJM pandemic frequency and global warming climate change,GregDAustin,Singapore,False,1210,928,0.0,0.05,18:57:50,2020,03,15,covid Globalization Climate Change Human Health NEJM pandemic frequency global warming climate change ,covid globalization climate change human health nejm pandemic frequency global warming climate change,"['climate', 'change', 'covid', 'globalization', 'human', 'health', 'nejm', 'pandemic', 'frequency', 'global']"
257,0,Igor Matutinovic,0,It is fascinating to see how absurd the arguments of climate deniers are and who questions validity of climatescienceThere is no evidence that global warming was rebranded as climate change via ConversationUK,IgorMatutinovic,Zagreb ,False,12,62,0.0666666666666666,0.6166666666666667,19:31:13,2020,03,14,It fascinating see absurd arguments climate deniers questions validity climatescienceThere evidence global warming rebranded climate change via ConversationUK ,fascinating see absurd argument climate denier question validity climatesciencethere evidence global warming rebranded climate change via conversationuk,"['climate', 'fascinating', 'see', 'absurd', 'argument', 'denier', 'question', 'validity', 'climatesciencethere', 'evidence']"
259,4,Energy House,4,Changes in building and construction have great potential to slow global warming climatechange nature environment climate climatestrike globalwarming savetheplanet sustainability gretathunberg zerowaste climatecrisis fridaysforfuture earth,EnergyHouseVA,"Alexandria, VA",False,2240,2130,0.125,0.5375,01:35:23,2020,03,14,Changes building construction great potential slow global warming climatechange nature environment climate climatestrike globalwarming savetheplanet sustainability gretathunberg zerowaste climatecrisis fridaysforfuture earth ,change building construction great potential slow global warming climatechange nature environment climate climatestrike globalwarming savetheplanet sustainability gretathunberg zerowaste climatecrisis fridaysforfuture earth,"['change', 'building', 'construction', 'great', 'potential', 'slow', 'global', 'warming', 'climatechange', 'nature']"
260,0,Better Housing Better Health,1,With global warming we wont need as much insulation in the future Myth or Truth climate change,BHBHadvice,United Kingdom,False,833,1133,0.0666666666666666,0.1083333333333333,10:01:11,2020,03,12,With global warming wont need much insulation future Myth Truth climate change ,global warming wont need much insulation future myth truth climate change,"['global', 'warming', 'wont', 'need', 'much', 'insulation', 'future', 'myth', 'truth', 'climate']"
262,11,A. Patsemkin,25,ecology environment climate volunteers Thunberg policy Ecologie Ecology and how to protect it Whats dangerous about Greta Thunberg It is considered that the causes of climate change and global warming Read,patsemkin,Russia,False,38659,41647,-0.3,0.45,12:55:05,2020,03,09,ecology environment climate volunteers Thunberg policy Ecologie Ecology protect Whats dangerous Greta Thunberg It considered causes climate change global warming Read ,ecology environment climate volunteer thunberg policy ecologie ecology protect whats dangerous greta thunberg considered cause climate change global warming read,"['ecology', 'climate', 'thunberg', 'environment', 'volunteer', 'policy', 'ecologie', 'protect', 'whats', 'dangerous']"
263,0,Latest News,0,KOLKATA Climate change and global warming may hit Indias GDP within a decade a report published by the McKinsey Global Institute MGI has said Breakingnews Change Climate gdp Googlenews India Indianews Indianewstoday Indias McKinseyGlobalI,LatestN50378800,Bnagladesh,False,25,27,0.0,0.0,03:08:58,2020,03,09,KOLKATA Climate change global warming may hit Indias GDP within decade report published McKinsey Global Institute MGI said Breakingnews Change Climate gdp Googlenews India Indianews Indianewstoday Indias McKinseyGlobalI ,kolkata climate change global warming may hit india gdp within decade report published mckinsey global institute mgi said breakingnews change climate gdp googlenews india indianews indianewstoday india mckinseyglobali,"['india', 'climate', 'change', 'global', 'gdp', 'kolkata', 'warming', 'may', 'hit', 'within']"
264,0,Simon Weiner CGMA,0,Global Warming Evidence Shocking Then amp Now Photos Reveal What 100 Years of Climate Change Has Done to Arctic Glaciers vintage everyday globalwarming climate,simondweiner,"New York, NY",False,6127,4390,-0.3999999999999999,0.5333333333333333,17:54:34,2020,03,08,Global Warming Evidence Shocking Then amp Now Photos Reveal What 100 Years Climate Change Has Done Arctic Glaciers vintage everyday globalwarming climate ,global warming evidence shocking amp photo reveal year climate change done arctic glacier vintage everyday globalwarming climate,"['climate', 'global', 'warming', 'evidence', 'shocking', 'amp', 'photo', 'reveal', 'year', 'change']"
265,0,"Tom Gillispie, WRITER/EDITOR",0,environment Links to the ENVIRONMENT climate change consumerism ecology global warming,SptsGuy1,"Rural Hall, NC",False,2281,2155,0.0,0.0,00:51:58,2020,03,08,environment Links ENVIRONMENT climate change consumerism ecology global warming ,environment link environment climate change consumerism ecology global warming,"['environment', 'link', 'climate', 'change', 'consumerism', 'ecology', 'global', 'warming']"
266,22,Copernicus ECMWF,36,Whilst this winter was a truly extreme event in its own right it is likely that these sorts of events have been made more extreme by the global warming trend said Carlo Buontempo director of the CopernicusEU Climate Change Service,CopernicusECMWF,"Reading, England",False,33287,477,0.1622448979591836,0.7193877551020408,17:00:37,2020,03,05,Whilst winter truly extreme event right likely sorts events made extreme global warming trend said Carlo Buontempo director CopernicusEU Climate Change Service ,whilst winter truly extreme event right likely sort event made extreme global warming trend said carlo buontempo director copernicuseu climate change service,"['extreme', 'event', 'whilst', 'winter', 'truly', 'right', 'likely', 'sort', 'made', 'global']"
267,32,Mark Z. Jacobson,55,Yes Climate Change Did Influence Australias Unprecedented BushfiresSuch an extreme fire season is at least 30 percent more likely because of global warming a new analysis finds sciam,mzjacobson,Stanford University,False,27990,243,0.1159090909090909,0.6077922077922077,14:07:21,2020,03,05,Yes Climate Change Did Influence Australias Unprecedented BushfiresSuch extreme fire season least 30 percent likely global warming new analysis finds sciam ,yes climate change influence australia unprecedented bushfiressuch extreme fire season least percent likely global warming new analysis find sciam,"['yes', 'climate', 'change', 'influence', 'australia', 'unprecedented', 'bushfiressuch', 'extreme', 'fire', 'season']"
269,0,Keyboard Justin,0,women environment united nations global warming climate change,keyboardjustin,India,False,132,154,0.0,0.0,05:47:00,2020,03,04,women environment united nations global warming climate change ,woman environment united nation global warming climate change,"['woman', 'environment', 'united', 'nation', 'global', 'warming', 'climate', 'change']"
270,0,Johnny Robish,0,Study Finds Half of Worlds Beaches Will Disappear by 2100 globalwarming climatechange oceans satire comedy humor jokes,johnnyrobish,"Woodland Hills, Los Angeles",False,291,260,-0.1666666666666666,0.1666666666666666,04:09:04,2020,03,04,Study Finds Half Worlds Beaches Will Disappear 2100 globalwarming climatechange oceans satire comedy humor jokes ,study find half world beach disappear globalwarming climatechange ocean satire comedy humor joke,"['study', 'find', 'half', 'world', 'beach', 'disappear', 'globalwarming', 'climatechange', 'ocean', 'satire']"
271,8,"Brad Rush (CAGW skeptic, fiscal conservative)",30,WBrettWilson nationalpost The basic assumption on which the entire theory that human activity is causing global warming or climate change is wrongIn every record of temperature amp CO2 the temp changes firstTim BallClimate,OtagoGrad,"Calgary, AB",False,4192,4654,0.0,0.2125,14:46:20,2020,03,03,WBrettWilson nationalpost The basic assumption entire theory human activity causing global warming climate change wrongIn every record temperature amp CO2 temp changes firstTim BallClimate ,wbrettwilson nationalpost basic assumption entire theory human activity causing global warming climate change wrongin every record temperature amp co temp change firsttim ballclimate,"['change', 'wbrettwilson', 'nationalpost', 'basic', 'assumption', 'entire', 'theory', 'human', 'activity', 'causing']"
273,0,Graham Sinclair,2,nytclimate A dream of the climate denier antiscience privilegecemented lobbyist type Just a dream to have a human posting this in 2017 two years after ParisAgreement and fully 40 years AFTER ExxonMobil own scientists mapped fossilfuel climate change global warming scenario ESG,esgarchitect,Vermont.South Africa.Mainline,False,6709,7271,0.1999999999999999,0.3666666666666667,21:05:37,2020,03,02,nytclimate A dream climate denier antiscience privilegecemented lobbyist type Just dream human posting 2017 two years ParisAgreement fully 40 years AFTER ExxonMobil scientists mapped fossilfuel climate change global warming scenario ESG ,nytclimate dream climate denier antiscience privilegecemented lobbyist type dream human posting two year parisagreement fully year exxonmobil scientist mapped fossilfuel climate change global warming scenario esg,"['dream', 'climate', 'year', 'nytclimate', 'denier', 'antiscience', 'privilegecemented', 'lobbyist', 'type', 'human']"
274,0,"Tom Gillispie, WRITER/EDITOR",0,science The 11TH HOUR FOR THE EARTH climate change climatechange GlobalWarming global warming,SptsGuy1,"Rural Hall, NC",False,2281,2155,0.0,0.0,08:51:11,2020,03,02,science The 11TH HOUR FOR THE EARTH climate change climatechange GlobalWarming global warming ,science th hour earth climate change climatechange globalwarming global warming,"['science', 'th', 'hour', 'earth', 'climate', 'change', 'climatechange', 'globalwarming', 'global', 'warming']"
276,0,Affiinfinity,3,Now 5 years later I know that this battle is mine too I am here and I am informed where do I go where do I start because I am not proud of the environment I live around global warming climate change Africa South Africa environment,CartezChilwane,South Africa ,False,5,29,-0.0659090909090909,0.375,16:19:32,2020,03,01,Now 5 years later I know battle mine I I informed I go I start I proud environment I live around global warming climate change Africa South Africa environment ,year later know battle mine informed go start proud environment live around global warming climate change africa south africa environment,"['environment', 'africa', 'year', 'later', 'know', 'battle', 'mine', 'informed', 'go', 'start']"
277,6,Global Warming Times,7,Global Warming Times British ski resort to close because of climate change skiing climate UK globalwarming,globalwarmingt,Global warming news,False,11531,10580,0.0,0.0,07:34:25,2020,03,01,Global Warming Times British ski resort close climate change skiing climate UK globalwarming ,global warming time british ski resort close climate change skiing climate uk globalwarming,"['climate', 'global', 'warming', 'time', 'british', 'ski', 'resort', 'close', 'change', 'skiing']"
278,50,hepburn wind,157,Great having 180 people at Hepburn Wind making a human sign to keep global warming below lt15 CCommunities across the state are already feeling the impacts of climate change Now is the time to cut our emissions,hepburnwind,hepburn shire,False,3577,627,0.2666666666666666,0.2833333333333333,21:44:01,2020,02,29,Great 180 people Hepburn Wind making human sign keep global warming lt15 CCommunities across state already feeling impacts climate change Now time cut emissions ,great people hepburn wind making human sign keep global warming lt ccommunities across state already feeling impact climate change time cut emission,"['great', 'people', 'hepburn', 'wind', 'making', 'human', 'sign', 'keep', 'global', 'warming']"
279,2,inspiration,1,THIS IS AN EMERGENCYGretaThunberg addresses a crowd of tens of thousands in Bristol prior to marching for climate change awareness march rightnow ecology environment weather floods storm ciara dennis jorge global warming emergency,arbolioto,"Westminster, London.",False,2267,1982,0.0,0.0,05:58:37,2020,02,29,THIS IS AN EMERGENCYGretaThunberg addresses crowd tens thousands Bristol prior marching climate change awareness march rightnow ecology environment weather floods storm ciara dennis jorge global warming emergency ,emergencygretathunberg address crowd ten thousand bristol prior marching climate change awareness march rightnow ecology environment weather flood storm ciara dennis jorge global warming emergency,"['emergencygretathunberg', 'address', 'crowd', 'ten', 'thousand', 'bristol', 'prior', 'marching', 'climate', 'change']"
280,1,ken montler,2,Scientific indicators industry must offset warming climate across a multitude of continuous incremental changes CO2 levels in atmosphere Ocean heat content Global sea level rise Each creeps up year after year fuelled by humancaused emissions,MontlerKen,"Camas, WA",False,87,547,0.0,0.0,23:16:52,2020,02,28,Scientific indicators industry must offset warming climate across multitude continuous incremental changes CO2 levels atmosphere Ocean heat content Global sea level rise Each creeps year year fuelled humancaused emissions ,scientific indicator industry must offset warming climate across multitude continuous incremental change co level atmosphere ocean heat content global sea level rise creep year year fuelled humancaused emission,"['level', 'year', 'scientific', 'indicator', 'industry', 'must', 'offset', 'warming', 'climate', 'across']"
281,0,Tricia Wingate,0,MsAvaArmstrong Climate has always changed Will always change Helped form earth That is why they dropped global warming tag,PatriciaAHenso1,"Cabot, AR",False,9097,6718,0.0,0.0,01:17:25,2020,02,28,MsAvaArmstrong Climate always changed Will always change Helped form earth That dropped global warming tag ,msavaarmstrong climate always changed always change helped form earth dropped global warming tag,"['always', 'msavaarmstrong', 'climate', 'changed', 'change', 'helped', 'form', 'earth', 'dropped', 'global']"
282,0,Frank Sotzik,0,I think that rather than harass world leaders to reduce global warming cheaper energy technology can do it but change should happen slowly enough to avoid economic collapse and possible resulting war and starvation climate energy EnergyStorage hydrogen peace wordsbyfrank,WordsByFrank,"Perth, Western Australia",False,4329,4940,0.05,0.425,04:14:28,2020,02,24,I think rather harass world leaders reduce global warming cheaper energy technology change happen slowly enough avoid economic collapse possible resulting war starvation climate energy EnergyStorage hydrogen peace wordsbyfrank ,think rather harass world leader reduce global warming cheaper energy technology change happen slowly enough avoid economic collapse possible resulting war starvation climate energy energystorage hydrogen peace wordsbyfrank,"['energy', 'think', 'rather', 'harass', 'world', 'leader', 'reduce', 'global', 'warming', 'cheaper']"
